app_id,due_date,paid_date,due_amount,paid_amount,monthly_income,housing_type,num_of_dependent,lama_bekerja,otr,status_pernikahan,pekerjaan,tenor,dp
5492,2018-07-02,2018-08-02,Rp0.0,Rp9360000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp238400000.0
5493,2018-09-02,2018-09-01,Rp0.0,Rp8260000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5494,2018-04-02,2018-03-31,Rp0.0,Rp8050000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp317000000.0
5495,2018-05-02,2018-05-02,Rp0.0,Rp8260000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5496,2018-06-02,2018-06-04,Rp0.0,Rp8260000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5497,2018-08-02,2018-08-02,Rp0.0,Rp8260000.0,Rp4600000.0,milik sendiri,2 orang,0 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5498,2018-04-06,2018-03-29,Rp0.0,Rp11030000.0,Rp3866000.0,kos,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
5499,2018-08-02,2018-07-28,Rp0.0,Rp4130000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp150440000.0
5500,2018-05-02,2018-04-27,Rp0.0,Rp4130000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp150440000.0
5501,2018-09-02,2018-08-27,Rp0.0,Rp4130000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp150440000.0
5502,2018-07-02,2018-06-27,Rp0.0,Rp4130000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp150440000.0
5503,2018-04-02,2018-03-28,Rp0.0,Rp4020000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp151760000.0
5504,2018-06-02,2018-05-29,Rp0.0,Rp4130000.0,Rp3500000.0,milik sendiri,0 orang,0 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp150440000.0
5505,2018-08-02,2018-07-29,Rp0.0,Rp5160000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp126160000.0
5506,2018-04-02,2018-03-29,Rp0.0,Rp4960000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp130960000.0
5507,2018-05-02,2018-04-29,Rp0.0,Rp5160000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp126160000.0
5508,2018-09-02,2018-08-30,Rp0.0,Rp5160000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp126160000.0
5509,2018-06-02,2018-05-29,Rp0.0,Rp5160000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp126160000.0
5510,2018-07-02,2018-07-01,Rp0.0,Rp5160000.0,Rp5817635.0,milik sendiri,1 orang,0 tahun,Rp250000000.0,Nikah,Karyawan Swasta,24,Rp126160000.0
5511,2018-04-02,2018-03-29,Rp0.0,Rp7350000.0,Rp3443403.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp111800000.0
5512,2018-05-02,2018-05-07,Rp0.0,Rp8010000.0,Rp3443403.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp103880000.0
5513,2018-06-02,2018-06-01,Rp0.0,Rp7460000.0,Rp3443403.0,milik sendiri,0 orang,1 tahun,Rp200000000.0,Nikah,Profesional,12,Rp110480000.0
5514,2018-04-04,2018-04-03,Rp0.0,Rp10900000.0,Rp4351066.0,milik orang tua,0 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
5515,2018-05-28,2018-05-27,Rp0.0,Rp8700000.0,Rp6000000.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
5516,2018-03-28,2018-03-26,Rp0.0,Rp8300000.0,Rp6000000.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp100800000.0
5517,2018-04-28,2018-04-27,Rp0.0,Rp8700000.0,Rp6000000.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
5518,2018-06-28,2018-06-27,Rp0.0,Rp8700000.0,Rp6000000.0,milik sendiri,0 orang,1 tahun,Rp300000000.0,Belum Nikah,Profesional,24,Rp91200000.0
5519,2018-03-28,2018-03-27,Rp0.0,Rp5840000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp139760000.0
5520,2018-07-28,2018-07-23,Rp0.0,Rp6200000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp126800000.0
5521,2018-05-28,2018-05-27,Rp0.0,Rp6200000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp126800000.0
5522,2018-06-28,2018-06-28,Rp0.0,Rp6200000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp126800000.0
5523,2018-04-28,2018-04-27,Rp0.0,Rp6200000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp126800000.0
5524,2018-08-28,2018-08-13,Rp0.0,Rp6200000.0,Rp4508035.0,kos,3 orang,1 tahun,Rp350000000.0,Belum Nikah,Profesional,36,Rp126800000.0
5525,2018-04-27,2018-04-26,Rp0.0,Rp6200000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp151200000.0
5526,2018-05-27,2018-05-27,Rp0.0,Rp6200000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp151200000.0
5527,2018-03-27,2018-03-25,Rp0.0,Rp5800000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp160800000.0
5528,2018-07-27,2018-07-26,Rp0.0,Rp6200000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp151200000.0
5529,2018-08-27,2018-08-24,Rp0.0,Rp6200000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp151200000.0
5530,2018-06-27,2018-06-25,Rp0.0,Rp6200000.0,Rp4032688.0,kontrak,3 orang,0 tahun,Rp300000000.0,Nikah,Wiraswasta,24,Rp151200000.0
5531,2018-08-09,,Rp6650000.0,Rp0.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp200000000.0
5532,2018-07-09,,Rp7430000.0,Rp0.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp200000000.0
5533,2018-09-09,,Rp5780000.0,Rp0.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp200000000.0
5534,2018-06-09,,Rp7980000.0,Rp0.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp200000000.0
5535,2018-05-09,,Rp7980000.0,Rp0.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp200000000.0
5536,2018-04-09,2018-04-07,Rp0.0,Rp4180000.0,Rp5329500.0,milik sendiri,1 orang,0 tahun,Rp200000000.0,Belum Nikah,Karyawan Swasta,12,Rp149840000.0
5537,2018-04-02,2018-03-31,Rp0.0,Rp10830000.0,Rp6000000.0,milik orang tua,0 orang,0 tahun,Rp100000000.0,Nikah,Karyawan Swasta,12,Rp0.0
5538,2018-09-03,,Rp12110000.0,Rp0.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp800000000.0
5539,2018-06-03,,Rp11860000.0,Rp0.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp800000000.0
5540,2018-08-03,,Rp12110000.0,Rp0.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp800000000.0
5541,2018-07-03,,Rp12110000.0,Rp0.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp800000000.0
5542,2018-04-03,2018-04-03,Rp0.0,Rp8100000.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp314000000.0
5543,2018-05-03,2018-05-02,Rp0.0,Rp8260000.0,Rp6400000.0,milik sendiri,2 orang,1 tahun,Rp800000000.0,Belum Nikah,Profesional,60,Rp304400000.0
5544,2018-04-02,2018-03-30,Rp0.0,Rp7000000.0,Rp3707219.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp248000000.0
5545,2018-07-02,2018-07-02,Rp0.0,Rp7200000.0,Rp3707219.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp240800000.0
5546,2018-05-02,2018-04-26,Rp0.0,Rp7200000.0,Rp3707219.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp240800000.0
5547,2018-06-02,2018-06-01,Rp0.0,Rp7200000.0,Rp3707219.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp240800000.0
5548,2018-08-02,2018-07-30,Rp0.0,Rp7200000.0,Rp3707219.0,kos,0 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp240800000.0
5549,2018-05-28,2018-03-27,Rp0.0,Rp18850000.0,Rp8592000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp0.0
5550,2018-06-28,2018-03-27,Rp0.0,Rp18850000.0,Rp8592000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp0.0
5551,2018-03-28,2018-03-27,Rp0.0,Rp18070000.0,Rp8592000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp0.0
5552,2018-04-28,2018-03-27,Rp0.0,Rp18850000.0,Rp8592000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Wiraswasta,60,Rp0.0
5553,2018-03-29,2018-03-29,Rp0.0,Rp10700000.0,Rp4062351.0,milik sendiri,3 orang,0 tahun,Rp100000000.0,Belum Nikah,Wiraswasta,12,Rp0.0
5554,2018-06-04,2018-05-02,Rp0.0,Rp9330000.0,Rp3450000.0,kos,0 orang,2 tahun,Rp300000000.0,Nikah,Profesional,24,Rp76080000.0
5555,2018-05-04,2018-04-30,Rp0.0,Rp9330000.0,Rp3450000.0,kos,0 orang,2 tahun,Rp300000000.0,Nikah,Profesional,24,Rp76080000.0
5556,2018-04-04,2018-03-30,Rp0.0,Rp9190000.0,Rp3450000.0,kos,0 orang,2 tahun,Rp300000000.0,Nikah,Profesional,24,Rp79440000.0
5557,2018-09-02,2018-09-02,Rp0.0,Rp7230000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp239720000.0
5558,2018-08-02,2018-08-01,Rp0.0,Rp7230000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp239720000.0
5559,2018-05-02,2018-05-01,Rp0.0,Rp7230000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp239720000.0
5560,2018-04-02,2018-04-02,Rp0.0,Rp6990000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp248360000.0
5561,2018-06-02,2018-06-02,Rp0.0,Rp7230000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp239720000.0
5562,2018-07-02,2018-07-01,Rp0.0,Rp7230000.0,Rp4950000.0,milik sendiri,2 orang,0 tahun,Rp500000000.0,Nikah,Profesional,36,Rp239720000.0
5563,2018-04-09,2018-04-07,Rp0.0,Rp6120000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp153120000.0
5564,2018-06-09,2018-06-08,Rp0.0,Rp6200000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp151200000.0
5565,2018-05-09,2018-05-08,Rp0.0,Rp6200000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp151200000.0
5566,2018-07-09,2018-07-08,Rp0.0,Rp6200000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp151200000.0
5567,2018-08-09,2018-08-08,Rp0.0,Rp6200000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp151200000.0
5568,2018-09-09,2018-09-09,Rp0.0,Rp6200000.0,Rp4000000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Wiraswasta,24,Rp151200000.0
5569,2018-04-30,2018-04-27,Rp0.0,Rp11630000.0,Rp3969218.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Wiraswasta,12,Rp0.0
5570,2018-03-29,2018-03-28,Rp0.0,Rp10700000.0,Rp8000000.0,milik sendiri,0 orang,2 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
5571,2018-06-02,2018-06-02,Rp0.0,Rp4130000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
5572,2018-05-02,2018-05-02,Rp0.0,Rp4450000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp146600000.0
5573,2018-08-02,2018-06-07,Rp0.0,Rp4130000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
5574,2018-07-02,2018-06-07,Rp0.0,Rp4130000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
5575,2018-09-02,2018-06-07,Rp0.0,Rp4130000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
5576,2018-10-02,2018-06-07,Rp0.0,Rp4130000.0,Rp3455383.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Wiraswasta,12,Rp150440000.0
5577,2018-04-03,2018-03-29,Rp0.0,Rp10860000.0,Rp3008001.0,milik pasangan,1 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
5578,2018-04-28,2018-04-27,Rp0.0,Rp5160000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp126160000.0
5579,2018-07-28,2018-07-31,Rp0.0,Rp5160000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp126160000.0
5580,2018-03-28,2018-03-24,Rp0.0,Rp4830000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp134080000.0
5581,2018-05-28,2018-05-29,Rp0.0,Rp5160000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp126160000.0
5582,2018-06-28,2018-07-06,Rp0.0,Rp5710000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp112960000.0
5583,2018-08-28,2018-08-01,Rp0.0,Rp5160000.0,Rp3595800.0,milik sendiri,0 orang,0 tahun,Rp250000000.0,Belum Nikah,Profesional,24,Rp126160000.0
5584,2018-04-04,2018-04-04,Rp0.0,Rp7270000.0,Rp4600000.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Karyawan Swasta,12,Rp112760000.0
5585,2018-06-04,2018-05-23,Rp0.0,Rp7460000.0,Rp4600000.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Karyawan Swasta,12,Rp110480000.0
5586,2018-05-04,2018-05-04,Rp0.0,Rp7460000.0,Rp4600000.0,milik sendiri,4 orang,0 tahun,Rp200000000.0,Nikah,Karyawan Swasta,12,Rp110480000.0
5587,2018-04-02,2018-03-29,Rp0.0,Rp9720000.0,Rp5668000.0,milik sendiri,5 orang,2 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp0.0
5588,2018-04-02,2018-03-27,Rp0.0,Rp5420000.0,Rp5200000.0,milik orang tua,0 orang,1 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp134960000.0
5589,2018-07-02,2018-06-05,Rp0.0,Rp5600000.0,Rp5200000.0,milik orang tua,0 orang,1 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp132800000.0
5590,2018-05-02,2018-04-28,Rp0.0,Rp5600000.0,Rp5200000.0,milik orang tua,0 orang,1 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp132800000.0
5591,2018-06-02,2018-05-28,Rp0.0,Rp5600000.0,Rp5200000.0,milik orang tua,0 orang,1 tahun,Rp200000000.0,Belum Nikah,Profesional,12,Rp132800000.0
5592,2018-07-06,2018-07-04,Rp0.0,Rp10330000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp128120000.0
5593,2018-04-06,2018-03-24,Rp0.0,Rp9990000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp140360000.0
5594,2018-06-06,2018-06-01,Rp0.0,Rp10330000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp128120000.0
5595,2018-05-06,2018-04-08,Rp0.0,Rp10330000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp128120000.0
5596,2018-09-06,2018-08-31,Rp0.0,Rp10330000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp128120000.0
5597,2018-08-06,2018-08-05,Rp0.0,Rp10330000.0,Rp4315000.0,milik orang tua,3 orang,2 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp128120000.0
5598,2018-05-02,2018-04-29,Rp0.0,Rp8260000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5599,2018-04-02,2018-03-29,Rp0.0,Rp7620000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp342800000.0
5600,2018-06-02,2018-06-02,Rp0.0,Rp8260000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp304400000.0
5601,2018-07-02,2018-12-06,Rp0.0,Rp11560000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp106400000.0
5602,2018-08-02,2018-12-06,Rp0.0,Rp11010000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp139400000.0
5603,2018-09-02,2018-12-06,Rp0.0,Rp10460000.0,Rp4300000.0,milik sendiri,0 orang,1 tahun,Rp800000000.0,Nikah,Karyawan Swasta,60,Rp172400000.0
5604,2018-04-06,2018-03-31,Rp0.0,Rp10830000.0,Rp4100000.0,milik pasangan,0 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
5605,2018-04-26,2018-04-25,Rp0.0,Rp11460000.0,Rp7047017.0,milik sendiri,0 orang,1 tahun,Rp100000000.0,Belum Nikah,Profesional,12,Rp0.0
5606,2018-04-27,2018-04-27,Rp0.0,Rp5560000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp333120000.0
5607,2018-05-27,2018-05-27,Rp0.0,Rp5160000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp352320000.0
5608,2018-06-27,2018-06-27,Rp0.0,Rp5160000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp352320000.0
5609,2018-07-27,2018-07-28,Rp0.0,Rp5160000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp352320000.0
5610,2018-08-27,2018-08-26,Rp0.0,Rp5160000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp352320000.0
5611,2018-09-27,2018-09-27,Rp0.0,Rp5160000.0,Rp3930239.0,kos,0 orang,2 tahun,Rp600000000.0,Belum Nikah,Wiraswasta,48,Rp352320000.0
5612,2018-04-06,2018-04-16,Rp0.0,Rp12830000.0,Rp3200000.0,milik sendiri,0 orang,0 tahun,Rp100000000.0,Nikah,Profesional,12,Rp0.0
5613,2018-09-02,,Rp11860000.0,Rp0.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp400000000.0
5614,2018-08-02,,Rp12110000.0,Rp0.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp400000000.0
5615,2018-07-02,,Rp12110000.0,Rp0.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp400000000.0
5616,2018-06-02,,Rp12110000.0,Rp0.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp400000000.0
5617,2018-05-02,2018-08-01,Rp3300000.0,Rp7210000.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp140440000.0
5618,2018-10-02,,Rp12110000.0,Rp0.0,Rp3600000.0,milik orang tua,0 orang,2 tahun,Rp400000000.0,Belum Nikah,Profesional,36,Rp400000000.0
5619,2018-04-03,2018-04-10,Rp0.0,Rp10180000.0,Rp6000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp133520000.0
5620,2018-05-03,2018-04-24,Rp0.0,Rp10150000.0,Rp6000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp134600000.0
5621,2018-06-03,2018-04-24,Rp0.0,Rp10150000.0,Rp6000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp134600000.0
5622,2018-07-03,2018-04-24,Rp0.0,Rp10150000.0,Rp6000000.0,milik sendiri,0 orang,0 tahun,Rp500000000.0,Belum Nikah,Profesional,36,Rp134600000.0
5623,2018-05-03,2018-05-02,Rp0.0,Rp4910000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp323240000.0
5624,2018-04-03,2018-03-31,Rp0.0,Rp4710000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp330440000.0
5625,2018-06-03,2018-06-02,Rp0.0,Rp4910000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp323240000.0
5626,2018-07-03,2018-07-03,Rp0.0,Rp4910000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp323240000.0
5627,2018-08-03,2018-08-02,Rp0.0,Rp4910000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp323240000.0
5628,2018-09-03,2018-09-03,Rp0.0,Rp4910000.0,Rp3500000.0,milik orang tua,4 orang,0 tahun,Rp500000000.0,Belum Nikah,Karyawan Swasta,36,Rp323240000.0
5629,2018-07-03,2018-07-02,Rp0.0,Rp5160000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp126160000.0
5630,2018-04-03,2018-04-02,Rp0.0,Rp4860000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp133360000.0
5631,2018-09-03,2018-09-03,Rp0.0,Rp5160000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp126160000.0
5632,2018-05-03,2018-05-02,Rp0.0,Rp5160000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp126160000.0
5633,2018-06-03,2018-06-03,Rp0.0,Rp5160000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp126160000.0
5634,2018-08-03,2018-08-01,Rp0.0,Rp5160000.0,Rp3800000.0,kos,0 orang,0 tahun,Rp250000000.0,Nikah,Profesional,24,Rp126160000.0
5635,2018-04-02,2018-04-01,Rp0.0,Rp8300000.0,Rp4181000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Karyawan Swasta,24,Rp100800000.0
5636,2018-05-02,2018-05-01,Rp0.0,Rp8700000.0,Rp4181000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Karyawan Swasta,24,Rp91200000.0
5637,2018-07-02,2018-06-29,Rp0.0,Rp8700000.0,Rp4181000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Karyawan Swasta,24,Rp91200000.0
5638,2018-06-02,2018-06-02,Rp0.0,Rp8700000.0,Rp4181000.0,milik sendiri,0 orang,0 tahun,Rp300000000.0,Belum Nikah,Karyawan Swasta,24,Rp91200000.0
5639,2018-04-06,2018-04-05,Rp0.0,Rp8420000.0,Rp3980020.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp196880000.0
5640,2018-07-06,2018-07-05,Rp0.0,Rp8700000.0,Rp3980020.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
5641,2018-06-06,2018-06-05,Rp0.0,Rp8700000.0,Rp3980020.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
5642,2018-05-06,2018-05-06,Rp0.0,Rp8700000.0,Rp3980020.0,milik sendiri,1 orang,0 tahun,Rp500000000.0,Nikah,Wiraswasta,36,Rp186800000.0
